,customer_id,customer_name,phone_number,message,extracted_date
6054,21,Allison Tucker,9449866706,"Spent Rs.1737 On HDFC Bank Card 0897 At TORRES, FERNANDEZ AND FOWLER. On 2024-08-08:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808",2024-08-08
6077,21,Allison Tucker,9449866706,"Greetings, Your SIP of 24/08/2024 for Rs.4701.78 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 39.951.subject to realisation.Mirae Asset MF",2024-08-24
6079,21,Allison Tucker,9449866706,Spent Rs.1988 On HDFC Bank Card 0897 At KELLY-MCLEAN. On 2024-09-02:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808,2024-09-02
6102,21,Allison Tucker,9449866706,"Greetings, Your SIP of 23/09/2024 for Rs.3139.91 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 42.187.subject to realisation.Mirae Asset MF",2024-09-23
6104,21,Allison Tucker,9449866706,"Spent Rs.12098 On HDFC Bank Card 0897 At MCGUIRE, MARTIN AND RITTER. On 2024-09-26:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808",2024-09-26
6127,21,Allison Tucker,9449866706,"Greetings, Your SIP of 23/10/2024 for Rs.3952.18 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 41.035.subject to realisation.Mirae Asset MF",2024-10-23
6128,21,Allison Tucker,9449866706,Spent Rs.5533 On HDFC Bank Card 0897 At MCPHERSON LLC. On 2024-11-03:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808,2024-11-03
6151,21,Allison Tucker,9449866706,"Greetings, Your SIP of 22/11/2024 for Rs.1171.31 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 20.739.subject to realisation.Mirae Asset MF",2024-11-22
6153,21,Allison Tucker,9449866706,"Spent Rs.10144 On HDFC Bank Card 0897 At FOX, PETERSON AND WALLER. On 2024-12-05:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808",2024-12-05
6155,21,Allison Tucker,9449866706,"Alert! Premium of Rs. 11985.67 due on 21/11/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your HDFC Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-11-21
6177,21,Allison Tucker,9449866706,"Greetings, Your SIP of 22/12/2024 for Rs.3641.76 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 45.423.subject to realisation.Mirae Asset MF",2024-12-22
6178,21,Allison Tucker,9449866706,Spent Rs.5402 On HDFC Bank Card 0897 At MARTINEZ AND SONS. On 2025-01-05:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808,2025-01-05
6201,21,Allison Tucker,9449866706,"Greetings, Your SIP of 21/01/2025 for Rs.3350.47 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 21.739.subject to realisation.Mirae Asset MF",2025-01-21
6203,21,Allison Tucker,9449866706,Spent Rs.1335 On HDFC Bank Card 0897 At GUZMAN GROUP. On 2025-01-25:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808,2025-01-25
6226,21,Allison Tucker,9449866706,"Greetings, Your SIP of 20/02/2025 for Rs.955.28 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 22.246.subject to realisation.Mirae Asset MF",2025-02-20
6227,21,Allison Tucker,9449866706,Spent Rs.5674 On HDFC Bank Card 0897 At LARSON-DAVIS. On 2025-02-19:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808,2025-02-19
6250,21,Allison Tucker,9449866706,"Greetings, Your SIP of 22/03/2025 for Rs.768.69 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 27.484.subject to realisation.Mirae Asset MF",2025-03-22
6252,21,Allison Tucker,9449866706,Spent Rs.10890 On HDFC Bank Card 0897 At MORROW-YOUNG. On 2025-03-23:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808,2025-03-23
6275,21,Allison Tucker,9449866706,"Greetings, Your SIP of 21/04/2025 for Rs.869.32 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 13.833.subject to realisation.Mirae Asset MF",2025-04-21
6276,21,Allison Tucker,9449866706,"Spent Rs.3381 On HDFC Bank Card 0897 At WARREN, SULLIVAN AND HERNANDEZ. On 2025-05-05:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 0897 to 7308080808",2025-05-05
6299,22,Rebecca Wright,9175663143,"Greetings, Your SIP of 26/05/2024 for Rs.687.01 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 41.649.subject to realisation.Mirae Asset MF",2024-05-26
6301,22,Rebecca Wright,9175663143,"Spent Rs.3214 On ICICI Bank Card 1347 At RUIZ, TATE AND LAMB. On 2024-06-04:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2024-06-04
6303,22,Rebecca Wright,9175663143,"Alert! Premium of Rs. 31033.58 due on 25/05/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your ICICI Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-05-25
6325,22,Rebecca Wright,9175663143,"Greetings, Your SIP of 25/06/2024 for Rs.1647.16 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 33.733.subject to realisation.Mirae Asset MF",2024-06-25
6327,22,Rebecca Wright,9175663143,Spent Rs.10571 On ICICI Bank Card 1347 At MEYER-PRICE. On 2024-07-05:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-07-05
6350,22,Rebecca Wright,9175663143,"Greetings, Your SIP of 25/07/2024 for Rs.1845.33 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 24.320.subject to realisation.Mirae Asset MF",2024-07-25
6352,22,Rebecca Wright,9175663143,Spent Rs.5894 On ICICI Bank Card 1347 At SHERMAN LLC. On 2024-07-27:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-07-27
6375,22,Rebecca Wright,9175663143,"Greetings, Your SIP of 24/08/2024 for Rs.1806.68 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 33.009.subject to realisation.Mirae Asset MF",2024-08-24
6377,22,Rebecca Wright,9175663143,Spent Rs.4564 On ICICI Bank Card 1347 At RODRIGUEZ PLC. On 2024-09-05:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-09-05
6400,22,Rebecca Wright,9175663143,"Greetings, Your SIP of 23/09/2024 for Rs.502.09 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 48.335.subject to realisation.Mirae Asset MF",2024-09-23
6402,22,Rebecca Wright,9175663143,Spent Rs.14051 On ICICI Bank Card 1347 At FLORES GROUP. On 2024-09-22:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-09-22
6425,22,Rebecca Wright,9175663143,"Greetings, Your SIP of 23/10/2024 for Rs.640.06 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 23.493.subject to realisation.Mirae Asset MF",2024-10-23
6427,22,Rebecca Wright,9175663143,"Spent Rs.12178 On ICICI Bank Card 1347 At WILSON, BOND AND FLYNN. On 2024-10-25:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2024-10-25
6450,22,Rebecca Wright,9175663143,"Greetings, Your SIP of 22/11/2024 for Rs.4454.53 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 35.876.subject to realisation.Mirae Asset MF",2024-11-22
6452,22,Rebecca Wright,9175663143,Spent Rs.9799 On ICICI Bank Card 1347 At DUARTE LTD. On 2024-12-04:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-12-04
6454,22,Rebecca Wright,9175663143,"Alert! Premium of Rs. 36251.36 due on 21/11/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your ICICI Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-11-21
6476,22,Rebecca Wright,9175663143,"Greetings, Your SIP of 22/12/2024 for Rs.4486.47 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 30.792.subject to realisation.Mirae Asset MF",2024-12-22
6478,22,Rebecca Wright,9175663143,Spent Rs.5096 On ICICI Bank Card 1347 At NICHOLS AND SONS. On 2024-12-23:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-12-23
6501,22,Rebecca Wright,9175663143,"Greetings, Your SIP of 21/01/2025 for Rs.2417.58 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 36.468.subject to realisation.Mirae Asset MF",2025-01-21
6503,22,Rebecca Wright,9175663143,"Spent Rs.11473 On ICICI Bank Card 1347 At STEVENS, JOHNSON AND ANDERSON. On 2025-02-03:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2025-02-03
6526,22,Rebecca Wright,9175663143,"Greetings, Your SIP of 20/02/2025 for Rs.989.78 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 17.389.subject to realisation.Mirae Asset MF",2025-02-20
6528,22,Rebecca Wright,9175663143,Spent Rs.12920 On ICICI Bank Card 1347 At TUCKER AND SONS. On 2025-02-20:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-02-20
6551,22,Rebecca Wright,9175663143,"Greetings, Your SIP of 22/03/2025 for Rs.4453.68 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 12.755.subject to realisation.Mirae Asset MF",2025-03-22
6553,22,Rebecca Wright,9175663143,Spent Rs.11408 On ICICI Bank Card 1347 At RUSSELL GROUP. On 2025-03-31:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-03-31
6576,22,Rebecca Wright,9175663143,"Greetings, Your SIP of 21/04/2025 for Rs.670.39 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 35.459.subject to realisation.Mirae Asset MF",2025-04-21
6577,22,Rebecca Wright,9175663143,Spent Rs.8377 On ICICI Bank Card 1347 At OBRIEN-LOPEZ. On 2025-04-26:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-04-26
6600,23,Steven Sellers,9643487541,"Greetings, Your SIP of 26/05/2024 for Rs.1171.78 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 26.181.subject to realisation.Mirae Asset MF",2024-05-26
6602,23,Steven Sellers,9643487541,"Spent Rs.14821 On IDBI Bank Card 5612 At HOFFMAN, BRADY AND BLACK. On 2024-06-04:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808",2024-06-04
6604,23,Steven Sellers,9643487541,"Alert! Premium of Rs. 29409.33 due on 25/05/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your IDBI Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-05-25
6626,23,Steven Sellers,9643487541,"Greetings, Your SIP of 25/06/2024 for Rs.1459.54 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 42.678.subject to realisation.Mirae Asset MF",2024-06-25
6628,23,Steven Sellers,9643487541,Spent Rs.6066 On IDBI Bank Card 5612 At YANG-ORTIZ. On 2024-07-05:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2024-07-05
6651,23,Steven Sellers,9643487541,"Greetings, Your SIP of 25/07/2024 for Rs.583.51 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 24.014.subject to realisation.Mirae Asset MF",2024-07-25
6653,23,Steven Sellers,9643487541,Spent Rs.7453 On IDBI Bank Card 5612 At MOORE LTD. On 2024-07-29:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2024-07-29
6676,23,Steven Sellers,9643487541,"Greetings, Your SIP of 24/08/2024 for Rs.795.71 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 38.614.subject to realisation.Mirae Asset MF",2024-08-24
6677,23,Steven Sellers,9643487541,Spent Rs.2725 On IDBI Bank Card 5612 At PALMER PLC. On 2024-09-01:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2024-09-01
6700,23,Steven Sellers,9643487541,"Greetings, Your SIP of 23/09/2024 for Rs.2220.01 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 21.788.subject to realisation.Mirae Asset MF",2024-09-23
6702,23,Steven Sellers,9643487541,Spent Rs.10656 On IDBI Bank Card 5612 At SMITH-LITTLE. On 2024-09-29:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2024-09-29
6725,23,Steven Sellers,9643487541,"Greetings, Your SIP of 23/10/2024 for Rs.4664.76 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 38.543.subject to realisation.Mirae Asset MF",2024-10-23
6726,23,Steven Sellers,9643487541,Spent Rs.9603 On IDBI Bank Card 5612 At CASTRO-BELL. On 2024-10-24:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2024-10-24
6749,23,Steven Sellers,9643487541,"Greetings, Your SIP of 22/11/2024 for Rs.1060.9 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 14.181.subject to realisation.Mirae Asset MF",2024-11-22
6751,23,Steven Sellers,9643487541,"Spent Rs.1581 On IDBI Bank Card 5612 At BRADLEY, CHASE AND STEVENS. On 2024-11-26:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808",2024-11-26
6753,23,Steven Sellers,9643487541,"Alert! Premium of Rs. 35471.72 due on 21/11/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your IDBI Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-11-21
6775,23,Steven Sellers,9643487541,"Greetings, Your SIP of 22/12/2024 for Rs.688.92 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 49.228.subject to realisation.Mirae Asset MF",2024-12-22
6777,23,Steven Sellers,9643487541,Spent Rs.4679 On IDBI Bank Card 5612 At AUSTIN-BAKER. On 2024-12-27:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2024-12-27
6800,23,Steven Sellers,9643487541,"Greetings, Your SIP of 21/01/2025 for Rs.3967.4 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 39.828.subject to realisation.Mirae Asset MF",2025-01-21
6802,23,Steven Sellers,9643487541,"Spent Rs.12379 On IDBI Bank Card 5612 At HOWELL, JONES AND BAILEY. On 2025-01-27:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808",2025-01-27
6825,23,Steven Sellers,9643487541,"Greetings, Your SIP of 20/02/2025 for Rs.3049.19 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 10.725.subject to realisation.Mirae Asset MF",2025-02-20
6827,23,Steven Sellers,9643487541,Spent Rs.9531 On IDBI Bank Card 5612 At FRANKLIN PLC. On 2025-03-01:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2025-03-01
6850,23,Steven Sellers,9643487541,"Greetings, Your SIP of 22/03/2025 for Rs.3664.84 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 34.267.subject to realisation.Mirae Asset MF",2025-03-22
6852,23,Steven Sellers,9643487541,Spent Rs.939 On IDBI Bank Card 5612 At HERNANDEZ-COX. On 2025-03-31:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2025-03-31
6875,23,Steven Sellers,9643487541,"Greetings, Your SIP of 21/04/2025 for Rs.994.75 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 25.849.subject to realisation.Mirae Asset MF",2025-04-21
6876,23,Steven Sellers,9643487541,Spent Rs.2503 On IDBI Bank Card 5612 At SMITH-HILL. On 2025-04-26:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2025-04-26
6899,24,Joseph Walker,9309627389,"Greetings, Your SIP of 26/05/2024 for Rs.2785.41 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 19.382.subject to realisation.Mirae Asset MF",2024-05-26
6901,24,Joseph Walker,9309627389,Spent Rs.9931 On ICICI Bank Card 1347 At CALDWELL LTD. On 2024-06-05:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-06-05
6903,24,Joseph Walker,9309627389,"Alert! Premium of Rs. 22765.86 due on 25/05/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your ICICI Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-05-25
6925,24,Joseph Walker,9309627389,"Greetings, Your SIP of 25/06/2024 for Rs.3478.45 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 32.665.subject to realisation.Mirae Asset MF",2024-06-25
6927,24,Joseph Walker,9309627389,Spent Rs.3457 On ICICI Bank Card 1347 At DAVIS-YOUNG. On 2024-06-29:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-06-29
6950,24,Joseph Walker,9309627389,"Greetings, Your SIP of 25/07/2024 for Rs.4052.39 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 38.416.subject to realisation.Mirae Asset MF",2024-07-25
6952,24,Joseph Walker,9309627389,Spent Rs.8354 On ICICI Bank Card 1347 At WATSON-CASTILLO. On 2024-08-04:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-08-04
6975,24,Joseph Walker,9309627389,"Greetings, Your SIP of 24/08/2024 for Rs.2904.95 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 33.651.subject to realisation.Mirae Asset MF",2024-08-24
6977,24,Joseph Walker,9309627389,"Spent Rs.3677 On ICICI Bank Card 1347 At BALLARD, COLON AND COLE. On 2024-08-24:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2024-08-24
7000,24,Joseph Walker,9309627389,"Greetings, Your SIP of 23/09/2024 for Rs.3331.74 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 10.118.subject to realisation.Mirae Asset MF",2024-09-23
7002,24,Joseph Walker,9309627389,Spent Rs.3088 On ICICI Bank Card 1347 At HALL-RIVERA. On 2024-10-03:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-10-03
7025,24,Joseph Walker,9309627389,"Greetings, Your SIP of 23/10/2024 for Rs.2855.01 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 17.856.subject to realisation.Mirae Asset MF",2024-10-23
7027,24,Joseph Walker,9309627389,Spent Rs.7298 On ICICI Bank Card 1347 At BLAKE LTD. On 2024-10-23:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-10-23
7050,24,Joseph Walker,9309627389,"Greetings, Your SIP of 22/11/2024 for Rs.1176.74 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 15.300.subject to realisation.Mirae Asset MF",2024-11-22
7052,24,Joseph Walker,9309627389,Spent Rs.4659 On ICICI Bank Card 1347 At ROCHA AND SONS. On 2024-11-22:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-11-22
7054,24,Joseph Walker,9309627389,"Alert! Premium of Rs. 21426.13 due on 21/11/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your ICICI Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-11-21
7076,24,Joseph Walker,9309627389,"Greetings, Your SIP of 22/12/2024 for Rs.2770.9 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 10.578.subject to realisation.Mirae Asset MF",2024-12-22
7078,24,Joseph Walker,9309627389,Spent Rs.8070 On ICICI Bank Card 1347 At WHITEHEAD-SHAW. On 2024-12-29:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-12-29
7101,24,Joseph Walker,9309627389,"Greetings, Your SIP of 21/01/2025 for Rs.3151.04 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 14.534.subject to realisation.Mirae Asset MF",2025-01-21
7103,24,Joseph Walker,9309627389,Spent Rs.8463 On ICICI Bank Card 1347 At GUZMAN-GUZMAN. On 2025-02-04:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-02-04
7126,24,Joseph Walker,9309627389,"Greetings, Your SIP of 20/02/2025 for Rs.2085.83 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 47.916.subject to realisation.Mirae Asset MF",2025-02-20
7127,24,Joseph Walker,9309627389,Spent Rs.3636 On ICICI Bank Card 1347 At CRUZ-MILLS. On 2025-02-24:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-02-24
7150,24,Joseph Walker,9309627389,"Greetings, Your SIP of 22/03/2025 for Rs.1094.84 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 34.791.subject to realisation.Mirae Asset MF",2025-03-22
7152,24,Joseph Walker,9309627389,Spent Rs.8585 On ICICI Bank Card 1347 At HARRIS PLC. On 2025-03-27:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-03-27
7175,24,Joseph Walker,9309627389,"Greetings, Your SIP of 21/04/2025 for Rs.4807.01 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 20.929.subject to realisation.Mirae Asset MF",2025-04-21
7176,24,Joseph Walker,9309627389,Spent Rs.9896 On ICICI Bank Card 1347 At PHILLIPS LLC. On 2025-04-28:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-04-28
7199,25,Steven Johnson,9586160238,"Greetings, Your SIP of 26/05/2024 for Rs.2897.9 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 23.688.subject to realisation.Mirae Asset MF",2024-05-26
7201,25,Steven Johnson,9586160238,Spent Rs.9899 On IDBI Bank Card 5612 At GOODMAN LTD. On 2024-06-07:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2024-06-07
7203,25,Steven Johnson,9586160238,"Alert! Premium of Rs. 44035.44 due on 25/05/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your IDBI Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-05-25
7225,25,Steven Johnson,9586160238,"Greetings, Your SIP of 25/06/2024 for Rs.1514.84 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 28.833.subject to realisation.Mirae Asset MF",2024-06-25
7226,25,Steven Johnson,9586160238,Spent Rs.13365 On IDBI Bank Card 5612 At FERNANDEZ-CONWAY. On 2024-06-25:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2024-06-25
7249,25,Steven Johnson,9586160238,"Greetings, Your SIP of 25/07/2024 for Rs.4227.04 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 37.320.subject to realisation.Mirae Asset MF",2024-07-25
7251,25,Steven Johnson,9586160238,Spent Rs.2235 On IDBI Bank Card 5612 At SANDERS-PARKER. On 2024-07-24:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2024-07-24
7274,25,Steven Johnson,9586160238,"Greetings, Your SIP of 24/08/2024 for Rs.1462.76 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 20.389.subject to realisation.Mirae Asset MF",2024-08-24
7276,25,Steven Johnson,9586160238,"Spent Rs.2744 On IDBI Bank Card 5612 At GREEN, RODRIGUEZ AND DAVENPORT. On 2024-08-23:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808",2024-08-23
7299,25,Steven Johnson,9586160238,"Greetings, Your SIP of 23/09/2024 for Rs.609.56 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 24.875.subject to realisation.Mirae Asset MF",2024-09-23
7301,25,Steven Johnson,9586160238,"Spent Rs.7383 On IDBI Bank Card 5612 At RICHARDS, AYALA AND MOYER. On 2024-10-03:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808",2024-10-03
7324,25,Steven Johnson,9586160238,"Greetings, Your SIP of 23/10/2024 for Rs.3683.86 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 15.588.subject to realisation.Mirae Asset MF",2024-10-23
7325,25,Steven Johnson,9586160238,Spent Rs.9343 On IDBI Bank Card 5612 At SMITH INC. On 2024-11-05:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2024-11-05
7348,25,Steven Johnson,9586160238,"Greetings, Your SIP of 22/11/2024 for Rs.2526.48 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 32.750.subject to realisation.Mirae Asset MF",2024-11-22
7350,25,Steven Johnson,9586160238,Spent Rs.7485 On IDBI Bank Card 5612 At MOORE-JOHNSON. On 2024-12-04:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2024-12-04
7352,25,Steven Johnson,9586160238,"Alert! Premium of Rs. 14725.40 due on 21/11/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your IDBI Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-11-21
7374,25,Steven Johnson,9586160238,"Greetings, Your SIP of 22/12/2024 for Rs.2875.52 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 34.204.subject to realisation.Mirae Asset MF",2024-12-22
